,customer_id_nys,sum_samt_0,sum_samt_1,rat_samt,flg_sts
1808,CS009314000046,719,2252,3.132127955493741,1
5657,CS031512000133,446,1396,3.1300448430493275,1
6041,CS033515000117,927,2892,3.1197411003236244,1
2455,CS012514000096,385,1200,3.116883116883117,1
3148,CS016515000173,958,2976,3.106471816283925,1
3994,CS021515000056,1833,5693,3.105837424986361,1
2019,CS010414000015,1504,4652,3.0930851063829787,1
5165,CS028515000172,2457,7596,3.0915750915750917,1
5503,CS030513000176,315,971,3.0825396825396827,1
2743,CS014415000045,1483,4569,3.080917060013486,1
3178,CS017204000001,1072,3294,3.0727611940298507,1
6776,CS039215000047,340,1044,3.070588235294118,1
2093,CS010514000025,456,1398,3.0657894736842106,1
3918,CS020814000004,1323,4054,3.0642479213907787,1
3069,CS016415000068,1753,5366,3.061038220193953,1
4063,CS022214000030,230,702,3.0521739130434784,1
2399,CS012415000080,406,1237,3.0467980295566504,1
780,CS003515000431,724,2205,3.0455801104972378,1
3113,CS016513000097,476,1449,3.0441176470588234,1
2435,CS012513000106,158,480,3.037974683544304,1
4975,CS027514000015,396,1202,3.0353535353535355,1
6349,CS035514000003,386,1170,3.0310880829015545,1
4259,CS023512000048,162,491,3.0308641975308643,1
979,CS004415000309,396,1200,3.0303030303030303,1
6924,CS040215000032,761,2302,3.0249671484888303,1
4636,CS025513000097,258,780,3.0232558139534884,1
6948,CS040411000049,430,1300,3.0232558139534884,1
1541,CS007515000171,660,1994,3.021212121212121,1
1423,CS006515000077,368,1110,3.016304347826087,1
3152,CS016515000226,1102,3310,3.0036297640653356,1
3139,CS016515000088,836,2507,2.998803827751196,1
5296,CS029415000248,560,1678,2.9964285714285714,1
7058,CS040515000146,833,2496,2.9963985594237696,1
921,CS004414000181,2400,7184,2.993333333333333,1
4813,CS026514000036,768,2290,2.9817708333333335,1
3614,CS019413000011,738,2200,2.9810298102981028,1
1568,CS007613000081,198,590,2.9797979797979797,1
5824,CS032415000156,900,2680,2.977777777777778,1
4211,CS023414000025,1012,3010,2.974308300395257,1
6146,CS034415000250,346,1028,2.9710982658959537,1
4787,CS026512000144,388,1152,2.9690721649484537,1
76,CS001414000048,2166,6418,2.9630655586334256,1
1700,CS008415000237,478,1416,2.9623430962343096,1
4944,CS027415000237,1200,3554,2.9616666666666664,1
2080,CS010513000142,686,2030,2.9591836734693877,1
6975,CS040414000115,871,2577,2.9586681974741675,1
5975,CS033415000204,860,2543,2.9569767441860466,1
2877,CS015414000026,1254,3700,2.9505582137161084,1
3193,CS017215000032,356,1050,2.949438202247191,1
6050,CS033515000200,2539,7433,2.927530523828279,1
5835,CS032415000209,1679,4915,2.9273377010125072,1
7024,CS040513000109,356,1042,2.9269662921348316,1
2152,CS011315000017,160,468,2.925,1
7048,CS040515000011,1357,3969,2.924834193072955,1
6314,CS035415000205,1547,4518,2.9204912734324497,1
3352,CS017515000201,426,1244,2.92018779342723,1
4660,CS025515000116,666,1940,2.9129129129129128,1
4355,CS024215000013,230,669,2.908695652173913,1
3784,CS020412000165,205,596,2.9073170731707316,1
1699,CS008415000226,1022,2971,2.907045009784736,1
5416,CS030411000043,328,952,2.902439024390244,1
7114,CS042815000002,365,1058,2.8986301369863012,1
302,CS002215000010,346,1001,2.893063583815029,1
1732,CS008514000053,466,1348,2.892703862660944,1
3754,CS020314000002,863,2494,2.8899188876013904,1
5146,CS028515000027,653,1887,2.889739663093415,1
5867,CS032514000066,210,606,2.8857142857142857,1
4736,CS026414000091,1381,3984,2.8848660391021,1
3224,CS017315000133,410,1178,2.873170731707317,1
7025,CS040513000111,250,718,2.872,1
4177,CS022615000124,2080,5965,2.8677884615384617,1
2285,CS011515000074,502,1438,2.864541832669323,1
1574,CS007614000029,265,759,2.8641509433962264,1
915,CS004414000147,686,1962,2.860058309037901,1
1358,CS006415000053,528,1510,2.859848484848485,1
6043,CS033515000130,724,2063,2.8494475138121547,1
6118,CS034414000030,696,1980,2.8448275862068964,1
5834,CS032415000205,1859,5275,2.837547068316299,1
6357,CS035514000058,336,952,2.8333333333333335,1
6558,CS037515000097,1533,4330,2.8245270711024135,1
5495,CS030513000077,500,1408,2.816,1
2593,CS013415000214,1859,5232,2.8144163528778914,1
4494,CS024515000230,576,1621,2.814236111111111,1
4221,CS023415000030,721,2029,2.8141470180305133,1
4749,CS026415000092,1577,4427,2.8072289156626504,1
3391,CS018315000010,196,550,2.806122448979592,1
991,CS004415000415,298,834,2.7986577181208054,1
2252,CS011513000128,248,694,2.7983870967741935,1
3743,CS020214000012,240,671,2.7958333333333334,1
2581,CS013415000157,1620,4508,2.782716049382716,1
4473,CS024515000052,942,2621,2.7823779193205946,1
234,CS001515000393,438,1218,2.780821917808219,1
3820,CS020415000077,981,2723,2.7757390417940875,1
2224,CS011415000193,2820,7816,2.7716312056737586,1
3607,CS019412000174,208,576,2.769230769230769,1
1882,CS009415000188,893,2472,2.7681970884658456,1
3220,CS017315000082,475,1310,2.7578947368421054,1
6492,CS037415000114,724,1995,2.755524861878453,1
309,CS002215000111,348,958,2.7528735632183907,1
2900,CS015415000080,1306,3589,2.7480857580398164,1
5447,CS030415000038,238,654,2.7478991596638656,1
4541,CS025411000026,238,653,2.7436974789915967,1
1733,CS008514000055,211,574,2.720379146919431,1
6239,CS035214000020,273,742,2.717948717948718,1
4841,CS026515000177,686,1864,2.717201166180758,1
3657,CS019415000147,2616,7105,2.715978593272171,1
2811,CS014515000086,1200,3258,2.715,1
6755,CS038802000001,286,776,2.7132867132867133,1
5345,CS029515000038,995,2699,2.7125628140703517,1
1681,CS008415000057,1504,4075,2.7094414893617023,1
4030,CS021613000079,986,2668,2.7058823529411766,1
1789,CS009214000002,1266,3424,2.7045813586097944,1
7056,CS040515000110,1238,3342,2.6995153473344105,1
4139,CS022514000084,459,1238,2.6971677559912854,1
1847,CS009414000022,816,2200,2.696078431372549,1
2442,CS012513000214,329,886,2.6930091185410334,1
4231,CS023415000102,1874,5034,2.686232657417289,1
4027,CS021613000045,373,1000,2.680965147453083,1
4593,CS025415000188,1659,4444,2.6787221217600963,1
4672,CS025604000013,220,588,2.672727272727273,1
4153,CS022515000184,1778,4742,2.6670416197975255,1
3879,CS020515000049,506,1348,2.66403162055336,1
5912,CS033304000001,410,1092,2.6634146341463416,1
2389,CS012414000119,386,1027,2.660621761658031,1
6489,CS037415000100,2972,7895,2.6564602960969044,1
495,CS002515000115,479,1268,2.6471816283924845,1
1527,CS007514000086,1154,3053,2.645580589254766,1
4724,CS026414000022,2086,5513,2.642857142857143,1
1450,CS006615000025,346,914,2.6416184971098264,1
5208,CS029215000021,346,913,2.638728323699422,1
6186,CS034515000068,166,438,2.63855421686747,1
6409,CS035815000021,378,996,2.634920634920635,1
1972,CS010215000033,508,1338,2.6338582677165356,1
1581,CS007615000046,303,798,2.633663366336634,1
5862,CS032514000037,120,316,2.6333333333333333,1
6927,CS040215000047,984,2587,2.6290650406504064,1
5738,CS032214000027,363,950,2.6170798898071626,1
5839,CS032415000228,1159,3031,2.61518550474547,1
3770,CS020412000001,270,706,2.6148148148148147,1
4133,CS022514000024,501,1310,2.614770459081836,1
4119,CS022513000003,188,491,2.6117021276595747,1
2108,CS010515000070,301,784,2.604651162790698,1
648,CS003414000242,483,1258,2.6045548654244306,1
1698,CS008415000221,644,1677,2.6040372670807455,1
6384,CS035515000181,413,1072,2.595641646489104,1
6305,CS035415000123,168,436,2.5952380952380953,1
4045,CS021615000081,714,1851,2.592436974789916,1
1437,CS006515000183,568,1472,2.591549295774648,1
5764,CS032315000108,155,400,2.5806451612903225,1
3630,CS019414000053,726,1871,2.577134986225895,1
6292,CS035414000107,959,2468,2.573514077163712,1
2300,CS011515000207,984,2530,2.571138211382114,1
3652,CS019415000086,906,2324,2.5651214128035322,1
3610,CS019412000185,340,869,2.5558823529411763,1
1801,CS009311000012,328,838,2.5548780487804876,1
2216,CS011415000162,1287,3284,2.5516705516705516,1
4998,CS027515000143,809,2063,2.550061804697157,1
5706,CS031515000113,900,2294,2.548888888888889,1
1531,CS007515000037,1704,4343,2.5487089201877935,1
5954,CS033414000091,1276,3238,2.5376175548589344,1
3138,CS016515000077,740,1877,2.5364864864864867,1
6754,CS038615000120,310,786,2.535483870967742,1
5549,CS030615000028,223,565,2.5336322869955157,1
3287,CS017512000042,466,1180,2.532188841201717,1
5798,CS032414000027,938,2362,2.518123667377399,1
3984,CS021514000045,1800,4518,2.51,1
6597,CS038215000044,348,873,2.5086206896551726,1
4135,CS022514000041,733,1837,2.5061391541609823,1
2027,CS010414000070,2208,5527,2.5031702898550723,1
4626,CS025512000140,526,1315,2.5,1
1206,CS005415000019,583,1457,2.4991423670668955,1
3177,CS017115000004,496,1238,2.495967741935484,1
4987,CS027515000019,751,1874,2.4953395472703064,1
5826,CS032415000159,1180,2943,2.4940677966101696,1
4559,CS025414000058,1046,2602,2.4875717017208414,1
6895,CS039515000166,458,1139,2.486899563318777,1
2914,CS015415000209,792,1969,2.486111111111111,1
6736,CS038515000211,1771,4371,2.4680971202710333,1
6608,CS038314000035,563,1388,2.4653641207815276,1
3802,CS020414000052,1368,3371,2.4641812865497075,1
4024,CS021613000026,597,1466,2.455611390284757,1
3642,CS019415000015,2395,5857,2.4455114822546973,1
6055,CS033605000005,2176,5316,2.443014705882353,1
6123,CS034414000064,991,2418,2.4399596367305754,1
5531,CS030515000161,1312,3201,2.439786585365854,1
5500,CS030513000120,328,800,2.4390243902439024,1
3882,CS020515000071,1075,2619,2.436279069767442,1
3625,CS019414000004,350,852,2.434285714285714,1
2136,CS011214000015,1530,3713,2.426797385620915,1
1603,CS008214000002,466,1129,2.42274678111588,1
1837,CS009412000165,280,678,2.4214285714285713,1
3086,CS016415000195,974,2355,2.417864476386037,1
1355,CS006415000024,608,1468,2.414473684210526,1
6345,CS035513000190,247,596,2.4129554655870447,1
954,CS004415000119,443,1066,2.4063205417607225,1
422,CS002415000536,340,818,2.4058823529411764,1
1221,CS005415000141,506,1215,2.4011857707509883,1
4362,CS024305000004,566,1358,2.3992932862190814,1
997,CS004415000459,448,1074,2.3973214285714284,1
4222,CS023415000033,1168,2794,2.392123287671233,1
4357,CS024215000041,576,1376,2.388888888888889,1
2568,CS013415000059,726,1734,2.3884297520661155,1
4420,CS024415000153,473,1128,2.3847780126849893,1
6524,CS037512000122,128,305,2.3828125,1
3520,CS018515000204,913,2173,2.380065717415115,1
6585,CS038204000002,192,456,2.375,1
3437,CS018415000143,750,1781,2.3746666666666667,1
1723,CS008513000133,198,470,2.3737373737373737,1
6175,CS034514000008,554,1310,2.3646209386281587,1
1543,CS007515000183,2072,4898,2.363899613899614,1
4793,CS026513000072,506,1196,2.3636363636363638,1
478,CS002514000100,186,439,2.360215053763441,1
3819,CS020415000041,1238,2920,2.358642972536349,1
5155,CS028515000100,1776,4184,2.355855855855856,1
441,CS002512000215,198,466,2.3535353535353534,1
4558,CS025414000027,820,1929,2.352439024390244,1
3921,CS021115000004,1014,2383,2.3500986193293887,1
6051,CS033515000201,782,1836,2.347826086956522,1
5621,CS031415000019,476,1116,2.3445378151260505,1
1573,CS007614000016,1498,3510,2.343124165554072,1
2331,CS012205000001,216,506,2.3425925925925926,1
1717,CS008513000075,666,1558,2.339339339339339,1
4511,CS024815000012,656,1534,2.3384146341463414,1
6122,CS034414000046,646,1509,2.3359133126934983,1
5009,CS027604000008,984,2298,2.3353658536585367,1
5627,CS031415000092,990,2312,2.3353535353535353,1
440,CS002512000207,526,1228,2.334600760456274,1
4484,CS024515000140,796,1856,2.3316582914572863,1
2473,CS012515000192,1795,4181,2.3292479108635096,1
4346,CS024212000011,513,1190,2.3196881091617936,1
3381,CS018215000009,361,836,2.3157894736842106,1
6063,CS033614000048,516,1194,2.313953488372093,1
4825,CS026515000038,1427,3301,2.3132445690259287,1
3345,CS017515000138,1049,2423,2.309818875119161,1
5163,CS028515000167,436,1007,2.3096330275229358,1
2383,CS012414000004,535,1234,2.3065420560747665,1
5630,CS031415000122,2164,4990,2.3059149722735675,1
2367,CS012411000058,203,468,2.3054187192118225,1
5437,CS030414000102,1390,3203,2.30431654676259,1
4515,CS025212000036,306,704,2.3006535947712417,1
5121,CS028513000074,406,934,2.3004926108374386,1
3277,CS017415000193,1824,4194,2.299342105263158,1
7103,CS041515000003,1035,2379,2.298550724637681,1
4778,CS026512000079,652,1498,2.2975460122699385,1
5397,CS030215000002,222,508,2.2882882882882885,1
6977,CS040415000013,1345,3076,2.2869888475836433,1
6759,CS039212000001,298,681,2.285234899328859,1
5275,CS029415000089,2808,6408,2.282051282051282,1
6420,CS037215000043,1248,2844,2.2788461538461537,1
2184,CS011414000026,1803,4106,2.277315585135885,1
4764,CS026415000217,615,1399,2.2747967479674798,1
615,CS003412000051,210,476,2.2666666666666666,1
6889,CS039515000085,180,408,2.2666666666666666,1
6991,CS040415000153,1368,3099,2.2653508771929824,1
1371,CS006415000187,1687,3818,2.2631890930646117,1
5451,CS030415000061,1198,2711,2.2629382303839733,1
4309,CS023515000166,1682,3806,2.262782401902497,1
4423,CS024415000195,1150,2594,2.2556521739130435,1
3132,CS016515000015,335,754,2.2507462686567163,1
5804,CS032414000091,1661,3735,2.2486453943407585,1
3406,CS018414000001,2003,4496,2.2446330504243637,1
5566,CS031214000026,2006,4502,2.2442671984047857,1
1866,CS009415000051,1657,3713,2.24079662039831,1
2673,CS014214000013,1240,2776,2.238709677419355,1
4604,CS025415000236,1004,2243,2.2340637450199203,1
2966,CS015515000153,495,1102,2.2262626262626264,1
5101,CS028415000226,1395,3104,2.225089605734767,1
3051,CS016414000006,2982,6623,2.220992622401073,1
4479,CS024515000096,1090,2420,2.220183486238532,1
6247,CS035215000047,438,972,2.219178082191781,1
4560,CS025414000061,3404,7543,2.2159224441833136,1
2826,CS014615000003,200,443,2.215,1
2026,CS010414000063,3331,7372,2.21314920444311,1
3878,CS020515000037,546,1208,2.2124542124542126,1
6658,CS038415000047,525,1161,2.2114285714285713,1
6082,CS034215000044,1131,2500,2.2104332449160036,1
1414,CS006515000020,331,731,2.2084592145015107,1
6499,CS037415000174,1438,3174,2.2072322670375524,1
3275,CS017415000165,1886,4153,2.2020148462354188,1
4663,CS025515000144,556,1224,2.2014388489208634,1
1354,CS006415000019,308,678,2.2012987012987013,1
4178,CS022615000141,1068,2338,2.189138576779026,1
4176,CS022615000101,426,932,2.187793427230047,1
1271,CS005515000084,1130,2468,2.184070796460177,1
5281,CS029415000130,378,825,2.1825396825396823,1
4957,CS027512000116,426,928,2.1784037558685445,1
4061,CS022214000021,2330,5075,2.1781115879828326,1
791,CS003605000007,548,1193,2.177007299270073,1
4740,CS026415000019,1195,2600,2.1757322175732217,1
7073,CS040614000024,241,524,2.1742738589211617,1
2476,CS012515000203,2435,5274,2.1659137577002054,1
3334,CS017515000056,1378,2984,2.165457184325109,1
3992,CS021515000039,1241,2684,2.162771958098308,1
2567,CS013415000053,1084,2341,2.1595940959409594,1
3522,CS018515000212,694,1498,2.15850144092219,1
5443,CS030415000027,669,1443,2.1569506726457397,1
6829,CS039414000041,1518,3274,2.1567852437417656,1
4404,CS024415000005,3009,6486,2.155533399800598,1
3780,CS020412000151,158,340,2.151898734177215,1
5616,CS031414000059,2009,4303,2.1418616226978595,1
5166,CS028515000186,1438,3079,2.1411682892906816,1
2182,CS011414000012,2888,6178,2.139196675900277,1
5170,CS028515000219,546,1168,2.139194139194139,1
5267,CS029415000023,446,954,2.1390134529147984,1
1669,CS008414000056,2138,4565,2.135173058933583,1
825,CS004215000037,448,956,2.1339285714285716,1
1675,CS008414000114,1501,3201,2.1325782811459026,1
1005,CS004415000527,453,966,2.1324503311258276,1
7047,CS040515000008,1032,2200,2.131782945736434,1
2732,CS014414000110,408,867,2.125,1
3801,CS020414000047,1378,2926,2.123367198838897,1
1756,CS008515000184,1172,2488,2.1228668941979523,1
5396,CS030214000025,726,1541,2.1225895316804406,1
3824,CS020415000153,3049,6468,2.121351262709085,1
4973,CS027514000001,1652,3499,2.1180387409200967,1
5805,CS032414000093,1789,3789,2.1179429849077698,1
5314,CS029513000047,276,583,2.11231884057971,1
4962,CS027513000021,196,414,2.1122448979591835,1
6660,CS038415000071,3547,7491,2.1119255709049902,1
3194,CS017215000037,633,1336,2.1105845181674567,1
3806,CS020414000078,1303,2749,2.1097467382962396,1
4748,CS026415000087,749,1579,2.1081441922563418,1
4474,CS024515000064,343,722,2.1049562682215743,1
6131,CS034415000078,820,1720,2.097560975609756,1
376,CS002414000211,1146,2399,2.093368237347295,1
3014,CS016314000052,236,494,2.093220338983051,1
2905,CS015415000121,2072,4334,2.091698841698842,1
3849,CS020513000013,223,466,2.0896860986547083,1
2588,CS013415000182,313,654,2.0894568690095845,1
3087,CS016415000215,1306,2727,2.088055130168453,1
4921,CS027414000140,412,859,2.0849514563106797,1
6896,CS039515000171,298,620,2.0805369127516777,1
4212,CS023414000036,1331,2769,2.0803906836964687,1
5100,CS028415000215,1206,2503,2.0754560530679935,1
2193,CS011414000111,2600,5396,2.0753846153846154,1
296,CS002214000033,260,539,2.0730769230769233,1
4283,CS023514000005,894,1849,2.068232662192394,1
355,CS002414000012,560,1158,2.067857142857143,1
1695,CS008415000202,1190,2458,2.065546218487395,1
1680,CS008415000049,1375,2840,2.0654545454545454,1
3584,CS019315000110,474,976,2.059071729957806,1
6206,CS034515000200,446,918,2.0582959641255605,1
5623,CS031415000065,1019,2097,2.057899901864573,1
6086,CS034314000046,316,650,2.0569620253164556,1
326,CS002411000035,428,880,2.05607476635514,1
6575,CS037605000007,325,666,2.0492307692307694,1
3297,CS017513000022,2200,4508,2.0490909090909093,1
390,CS002415000053,814,1667,2.0479115479115477,1
2720,CS014414000032,2051,4197,2.046318868844466,1
3079,CS016415000140,1981,4050,2.04442200908632,1
2117,CS010605000007,2109,4311,2.0440967283072546,1
6646,CS038414000013,2234,4566,2.043867502238138,1
3485,CS018513000194,436,888,2.036697247706422,1
436,CS002505000017,165,336,2.036363636363636,1
4631,CS025513000020,386,786,2.0362694300518136,1
4409,CS024415000045,1028,2092,2.035019455252918,1
4174,CS022615000075,438,891,2.0342465753424657,1
3512,CS018515000137,2855,5804,2.03292469352014,1
6476,CS037414000074,1954,3967,2.0301944728761514,1
4725,CS026414000039,1792,3632,2.0267857142857144,1
4797,CS026513000101,728,1475,2.026098901098901,1
4489,CS024515000182,750,1518,2.024,1
635,CS003414000018,631,1275,2.0206022187004753,1
3116,CS016513000140,555,1121,2.0198198198198196,1
4729,CS026414000053,601,1213,2.0183028286189684,1
4138,CS022514000082,1337,2698,2.0179506357516828,1
6297,CS035415000034,1681,3389,2.0160618679357527,1
1832,CS009412000109,276,556,2.0144927536231885,1
2420,CS012415000225,869,1743,2.005753739930955,1
3011,CS016215000049,696,1395,2.0043103448275863,1
5169,CS028515000217,2206,4419,2.0031731640979147,1
5815,CS032415000033,1180,2361,2.0008474576271187,1
2365,CS012411000054,268,536,2.0,1
4483,CS024515000139,268,536,2.0,1
2059,CS010415000293,2232,4453,1.9950716845878136,1
1511,CS007512000113,320,636,1.9875,1
5814,CS032415000024,948,1882,1.9852320675105486,1
4333,CS023615000058,366,726,1.9836065573770492,1
406,CS002415000285,796,1578,1.9824120603015076,1
5631,CS031415000134,1816,3598,1.9812775330396475,1
4227,CS023415000057,574,1131,1.970383275261324,1
7046,CS040515000001,1727,3402,1.969889982628836,1
2903,CS015415000098,1232,2425,1.968344155844156,1
6069,CS034205000001,878,1724,1.9635535307517085,1
4381,CS024411000017,464,910,1.9612068965517242,1
518,CS002515000372,372,728,1.956989247311828,1
137,CS001415000474,238,465,1.953781512605042,1
2907,CS015415000138,1845,3602,1.9523035230352304,1
1863,CS009415000038,4436,8651,1.950180342651037,1
6132,CS034415000121,1355,2642,1.9498154981549816,1
3508,CS018515000099,1554,3028,1.9485199485199485,1
5001,CS027515000196,848,1652,1.9481132075471699,1
5117,CS028513000046,918,1787,1.946623093681917,1
5452,CS030415000064,1552,3019,1.9452319587628866,1
5080,CS028414000072,720,1400,1.9444444444444444,1
3486,CS018513000212,463,899,1.9416846652267818,1
1887,CS009415000236,696,1350,1.9396551724137931,1
1353,CS006415000008,328,636,1.9390243902439024,1
4744,CS026415000057,1062,2058,1.9378531073446328,1
3550,CS019214000015,2900,5615,1.936206896551724,1
4832,CS026515000089,957,1851,1.9341692789968652,1
6713,CS038515000009,2068,3999,1.933752417794971,1
2218,CS011415000164,1815,3500,1.9283746556473829,1
4383,CS024411000049,238,458,1.9243697478991597,1
1658,CS008414000006,1464,2817,1.9241803278688525,1
5831,CS032415000199,1071,2059,1.9225023342670402,1
4082,CS022415000069,864,1661,1.9224537037037037,1
4781,CS026512000113,483,928,1.9213250517598344,1
3115,CS016513000124,300,576,1.92,1
2288,CS011515000105,206,395,1.9174757281553398,1
5769,CS032411000017,1418,2718,1.9167842031029618,1
4358,CS024215000042,356,682,1.9157303370786516,1
5609,CS031414000033,1188,2274,1.9141414141414141,1
2550,CS013414000048,408,780,1.911764705882353,1
4837,CS026515000150,599,1145,1.9115191986644406,1
1180,CS005413000107,606,1158,1.9108910891089108,1
6120,CS034414000039,1872,3569,1.9065170940170941,1
2281,CS011515000029,874,1662,1.9016018306636155,1
3636,CS019414000099,1377,2615,1.8990559186637619,1
3219,CS017315000074,206,391,1.8980582524271845,1
228,CS001515000308,193,366,1.8963730569948187,1
6561,CS037515000115,826,1566,1.8958837772397095,1
2956,CS015515000011,938,1778,1.8955223880597014,1
5343,CS029514000115,550,1041,1.8927272727272728,1
4481,CS024515000099,656,1241,1.891768292682927,1
4727,CS026414000043,1882,3557,1.8900106269925612,1
4745,CS026415000069,2141,4040,1.8869687062120504,1
1544,CS007515000204,791,1489,1.8824273072060682,1
2021,CS010414000022,1488,2800,1.881720430107527,1
3445,CS018415000204,582,1095,1.8814432989690721,1
683,CS003415000301,614,1151,1.8745928338762214,1
1665,CS008414000040,1036,1942,1.8745173745173744,1
659,CS003415000065,659,1234,1.872534142640364,1
2697,CS014411000019,396,741,1.871212121212121,1
3932,CS021411000017,456,852,1.868421052631579,1
975,CS004415000294,197,368,1.868020304568528,1
5754,CS032314000026,1245,2323,1.865863453815261,1
3595,CS019412000037,446,831,1.8632286995515694,1
1797,CS009215000036,922,1717,1.8622559652928417,1
3015,CS016314000054,348,648,1.8620689655172413,1
6300,CS035415000071,2077,3867,1.861819932595089,1
5556,CS030615000124,186,346,1.8602150537634408,1
5875,CS032515000079,1275,2370,1.8588235294117648,1
1370,CS006415000186,647,1198,1.8516228748068007,1
4136,CS022514000051,1158,2143,1.8506044905008636,1
7026,CS040513000127,316,584,1.8481012658227849,1
1970,CS010214000010,4329,7994,1.8466158466158467,1
5794,CS032414000002,605,1117,1.8462809917355372,1
6825,CS039414000019,1254,2309,1.8413078149920254,1
4140,CS022515000012,1496,2754,1.8409090909090908,1
643,CS003414000181,1256,2312,1.8407643312101911,1
5507,CS030514000033,668,1228,1.8383233532934131,1
3655,CS019415000123,2137,3926,1.8371548900327561,1
5873,CS032515000054,1377,2527,1.8351488743645605,1
4512,CS024815000021,326,598,1.834355828220859,1
2050,CS010415000186,1660,3044,1.8337349397590361,1
6079,CS034214000011,340,623,1.8323529411764705,1
411,CS002415000368,456,834,1.8289473684210527,1
4007,CS021515000172,2475,4522,1.827070707070707,1
4606,CS025415000257,653,1193,1.8269525267993874,1
1538,CS007515000166,1344,2455,1.8266369047619047,1
2293,CS011515000141,333,608,1.8258258258258258,1
6533,CS037513000160,241,440,1.8257261410788381,1
5874,CS032515000075,596,1088,1.825503355704698,1
7059,CS040515000174,1242,2265,1.8236714975845412,1
2466,CS012515000143,538,980,1.821561338289963,1
6696,CS038513000123,216,393,1.8194444444444444,1
4393,CS024414000056,1207,2194,1.8177299088649543,1
4421,CS024415000170,603,1096,1.8175787728026533,1
4214,CS023414000057,2691,4888,1.816425120772947,1
2571,CS013415000077,1436,2608,1.8161559888579386,1
6563,CS037515000126,947,1716,1.8120380147835269,1
1419,CS006515000061,1560,2826,1.8115384615384615,1
3191,CS017215000019,1159,2097,1.809318377911993,1
2287,CS011515000102,652,1179,1.8082822085889572,1
5808,CS032414000109,2193,3945,1.79890560875513,1
7136,CS044415000001,2535,4558,1.7980276134122288,1
6564,CS037515000131,678,1218,1.7964601769911503,1
3651,CS019415000084,1116,2001,1.793010752688172,1
2925,CS015513000002,613,1095,1.7862969004893965,1
3121,CS016513000203,506,903,1.784584980237154,1
3558,CS019305000009,348,621,1.7844827586206897,1
1575,CS007614000038,566,1010,1.784452296819788,1
5557,CS030815000008,250,446,1.784,1
5809,CS032414000110,1045,1860,1.7799043062200957,1
1164,CS005315000112,208,370,1.7788461538461537,1
5866,CS032514000048,816,1450,1.7769607843137254,1
5460,CS030415000159,1110,1971,1.7756756756756757,1
1127,CS005214000014,1154,2047,1.7738301559792027,1
2043,CS010415000129,2156,3823,1.773191094619666,1
6148,CS034415000259,905,1604,1.7723756906077348,1
24,CS001305000005,1033,1829,1.770571151984511,1
6480,CS037415000010,1442,2552,1.7697642163661582,1
6673,CS038415000190,1407,2487,1.767590618336887,1
907,CS004414000040,759,1340,1.7654808959156785,1
6721,CS038515000128,769,1355,1.7620286085825747,1
1463,CS007113000004,401,706,1.7605985037406484,1
2589,CS013415000188,492,866,1.7601626016260163,1
4840,CS026515000169,2055,3614,1.7586374695863747,1
4301,CS023515000111,1804,3170,1.7572062084257207,1
6717,CS038515000092,288,506,1.7569444444444444,1
1039,CS004513000404,180,316,1.7555555555555555,1
3372,CS017815000020,1343,2354,1.7527922561429634,1
669,CS003415000163,940,1646,1.751063829787234,1
3907,CS020605000006,1790,3134,1.7508379888268157,1
2672,CS014214000009,618,1082,1.750809061488673,1
6421,CS037215000046,2788,4880,1.7503586800573887,1
5453,CS030415000092,196,343,1.75,1
4348,CS024212000032,686,1200,1.749271137026239,1
4330,CS023615000032,688,1202,1.747093023255814,1
6225,CS034615000102,366,639,1.7459016393442623,1
5349,CS029515000056,629,1098,1.7456279809220985,1
2454,CS012514000093,792,1382,1.744949494949495,1
6718,CS038515000104,478,834,1.7447698744769875,1
5574,CS031314000014,727,1267,1.7427785419532325,1
4397,CS024414000092,1788,3114,1.7416107382550337,1
2283,CS011515000054,512,891,1.740234375,1
5360,CS029515000138,554,964,1.740072202166065,1
3476,CS018513000109,556,964,1.7338129496402879,1
2409,CS012415000138,2125,3682,1.732705882352941,1
5340,CS029514000061,223,386,1.7309417040358743,1
4076,CS022414000106,1024,1772,1.73046875,1
6044,CS033515000157,538,929,1.7267657992565055,1
1752,CS008515000153,880,1516,1.7227272727272727,1
4637,CS025513000116,466,802,1.7210300429184548,1
4570,CS025415000019,236,406,1.7203389830508475,1
3068,CS016415000063,2012,3457,1.7181908548707754,1
3323,CS017514000019,370,635,1.7162162162162162,1
5227,CS029411000007,190,326,1.7157894736842105,1
4531,CS025314000060,226,387,1.7123893805309736,1
2651,CS013614000006,203,346,1.7044334975369457,1
3724,CS019605000001,1367,2322,1.6986100950987564,1
5618,CS031414000089,288,489,1.6979166666666667,1
6174,CS034514000007,223,378,1.695067264573991,1
4965,CS027513000055,353,597,1.6912181303116147,1
6656,CS038415000038,398,673,1.6909547738693467,1
4989,CS027515000042,427,722,1.6908665105386418,1
2548,CS013414000025,973,1645,1.6906474820143884,1
6004,CS033513000001,626,1058,1.6900958466453675,1
3549,CS019214000008,1583,2670,1.6866708780795958,1
5454,CS030415000103,1064,1794,1.6860902255639099,1
5086,CS028415000049,1734,2922,1.685121107266436,1
4926,CS027415000033,1396,2350,1.683381088825215,1
1871,CS009415000088,1866,3140,1.682743837084673,1
2213,CS011415000149,1200,2016,1.68,1
401,CS002415000198,1310,2200,1.6793893129770991,1
2969,CS015515000162,450,754,1.6755555555555555,1
